CensusTract,State,County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Citizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
41033361000,Oregon,Josephine,4449,2264,2185,2.8,93.2,0.0,0.5,2.0,0.0,3792,44735.0,6177.0,26307.0,3807.0,12.7,12.2,35.6,14.2,18.6,14.1,17.4,86.1,3.1,0.0,1.2,2.1,7.4,20.7,1686,80.8,9.0,10.1,0.0,7.9
41033361100,Oregon,Josephine,9350,4525,4825,8.4,86.1,0.0,1.2,0.3,0.0,6717,33953.0,5370.0,22690.0,5423.0,19.1,33.4,30.0,22.5,32.2,7.5,7.8,83.5,10.2,0.0,0.0,1.3,5.0,19.9,3186,71.4,18.6,10.0,0.0,14.1
41033361200,Oregon,Josephine,6705,2927,3778,7.0,91.1,0.2,0.4,0.0,0.0,5268,38293.0,5960.0,18872.0,2270.0,17.0,15.1,23.6,30.9,25.3,6.4,13.7,84.5,6.9,0.4,2.1,3.8,2.3,18.5,2365,80.8,14.2,4.9,0.0,16.6
41033361300,Oregon,Josephine,7530,4029,3501,3.4,93.9,0.0,0.6,0.5,0.0,6115,50509.0,6929.0,27336.0,4812.0,14.0,20.5,31.4,24.4,26.4,7.7,10.1,77.3,8.7,0.0,2.7,2.5,8.8,17.8,2711,74.8,14.1,11.1,0.0,10.0
41033361400,Oregon,Josephine,2608,1274,1334,3.1,84.4,0.0,2.4,0.6,0.0,2032,30984.0,5082.0,21225.0,3516.0,23.8,35.6,39.8,14.3,15.5,16.5,14.0,81.3,4.9,1.4,5.1,0.0,7.2,32.7,800,73.8,15.6,10.6,0.0,12.9
41033361500,Oregon,Josephine,2493,1174,1319,2.7,89.2,0.0,1.4,1.4,0.1,2158,43144.0,12881.0,27158.0,7052.0,20.7,32.2,23.1,15.4,13.8,17.7,30.0,82.9,6.9,0.0,0.8,5.0,4.3,35.4,774,76.0,7.5,16.5,0.0,12.9
41033361600,Oregon,Josephine,8118,4270,3848,9.2,87.2,1.5,0.2,0.3,0.0,6398,27347.0,5529.0,17913.0,2843.0,29.2,48.4,35.0,25.8,13.1,9.6,16.5,74.7,6.5,0.0,3.0,1.6,14.3,22.9,2292,55.6,21.6,22.1,0.6,14.4
41035970100,Oregon,Klamath,3263,1773,1490,7.7,86.6,0.2,1.2,0.7,0.6,2675,42163.0,5650.0,20708.0,2270.0,16.8,20.0,15.4,22.0,35.5,11.1,16.0,53.5,18.4,0.0,14.4,1.3,12.4,27.5,1216,82.4,11.8,5.8,0.0,16.3
41035970200,Oregon,Klamath,4550,2450,2100,1.6,76.3,1.6,11.6,2.2,0.2,3792,39188.0,9521.0,23487.0,5061.0,22.2,36.8,37.7,18.1,14.3,21.3,8.7,76.0,9.1,0.2,2.6,0.2,11.9,28.9,1212,50.6,39.1,10.3,0.0,9.3
41035970300,Oregon,Klamath,3078,1433,1645,6.1,89.2,0.0,2.6,0.5,0.0,2521,42747.0,8676.0,23630.0,3422.0,14.7,27.8,33.8,20.2,18.7,18.1,9.2,77.0,10.1,0.0,0.0,0.9,12.0,30.1,1040,61.7,26.5,11.7,0.0,8.0
41035970400,Oregon,Klamath,1342,689,653,6.8,84.9,0.9,2.5,0.0,0.2,1006,42019.0,8725.0,21659.0,5038.0,13.7,16.3,34.7,13.9,16.3,23.0,12.1,64.9,4.8,0.0,2.9,1.4,26.0,30.3,447,52.8,20.4,26.8,0.0,11.7
41035970500,Oregon,Klamath,1580,773,807,5.9,88.2,0.0,2.0,0.0,0.7,1270,37417.0,7215.0,21913.0,2945.0,17.7,22.6,39.4,13.9,14.5,13.0,19.2,63.9,15.9,0.0,7.0,6.3,7.0,27.8,454,78.4,10.1,9.5,2.0,15.9
41035970600,Oregon,Klamath,1614,796,818,37.5,61.8,0.0,0.0,0.6,0.0,894,42976.0,9941.0,19271.0,2599.0,15.7,22.8,30.8,11.8,17.2,21.7,18.5,77.4,8.1,0.0,2.8,1.1,10.6,18.1,762,77.4,11.5,11.0,0.0,7.2
41035970700,Oregon,Klamath,1964,959,1005,30.4,67.1,0.3,0.2,1.2,0.0,1347,42207.0,10092.0,25141.0,3998.0,14.4,23.4,22.5,12.3,19.8,35.3,10.2,77.1,6.4,0.0,3.4,0.8,12.3,13.9,926,77.0,16.1,6.9,0.0,10.2
41035970800,Oregon,Klamath,2387,1228,1159,6.9,90.3,0.8,0.0,0.5,0.0,1857,50385.0,9798.0,24184.0,2058.0,14.7,25.0,34.1,14.4,20.1,13.1,18.4,85.6,7.6,0.0,3.1,1.7,2.1,15.9,1001,74.0,21.1,4.9,0.0,8.2
41035970900,Oregon,Klamath,3931,1942,1989,4.5,88.1,1.0,4.1,0.5,0.0,3173,44191.0,9439.0,29268.0,3509.0,17.7,24.0,32.5,18.6,27.0,7.6,14.3,85.8,7.2,0.1,1.7,0.6,4.6,15.1,1571,69.1,23.6,6.7,0.6,7.5
41035971000,Oregon,Klamath,2451,1226,1225,4.7,91.7,0.0,2.1,0.2,0.2,1959,62656.0,14310.0,36407.0,7184.0,13.9,22.9,33.7,21.0,25.4,11.8,8.0,78.4,14.4,0.4,1.2,1.0,4.6,18.8,1112,72.8,18.9,8.4,0.0,6.9
41035971100,Oregon,Klamath,5500,2697,2803,13.2,80.4,0.3,2.9,1.6,0.0,4039,55074.0,15445.0,24129.0,3171.0,13.1,10.5,34.2,20.2,23.2,9.0,13.4,84.4,9.5,0.7,1.0,0.9,3.5,14.3,2319,69.4,22.8,7.8,0.0,7.5
41035971200,Oregon,Klamath,2412,1096,1316,15.2,72.8,0.0,7.4,0.3,0.2,1813,33216.0,4502.0,16338.0,2340.0,36.2,48.3,25.5,21.1,20.7,10.5,22.2,72.5,18.8,0.0,2.5,2.9,3.4,15.2,816,61.3,25.2,13.5,0.0,20.6
41035971300,Oregon,Klamath,5794,3092,2702,12.8,84.0,1.3,0.0,0.5,0.0,4253,46767.0,6559.0,22653.0,2462.0,11.6,13.8,29.9,20.9,23.0,10.9,15.3,85.7,10.9,0.5,0.0,0.7,2.2,18.3,2248,81.9,16.1,1.2,0.8,12.5
41035971400,Oregon,Klamath,5107,2343,2764,15.7,77.7,1.2,1.4,2.2,0.5,3525,50294.0,3650.0,21561.0,2344.0,12.5,12.5,32.3,17.1,27.3,10.3,13.0,78.7,9.0,0.0,2.6,2.4,7.4,14.6,2116,72.5,22.5,5.0,0.0,4.1
41035971500,Oregon,Klamath,4097,1940,2157,12.1,72.9,0.4,4.9,0.4,0.0,3051,32094.0,3590.0,15662.0,1359.0,20.7,26.0,23.0,20.2,22.9,11.1,22.7,76.5,11.8,0.8,2.5,6.5,1.8,13.2,1605,78.1,13.3,6.8,1.9,17.0
41035971600,Oregon,Klamath,3650,1826,1824,21.5,56.0,2.7,4.5,1.9,0.0,2422,26787.0,4250.0,13468.0,2155.0,32.7,43.0,23.5,15.7,28.7,8.4,23.7,58.7,12.5,0.0,19.1,5.2,4.6,18.9,1293,89.3,7.7,3.0,0.0,18.8
41035971700,Oregon,Klamath,2933,1437,1496,16.5,73.2,0.2,4.3,2.5,0.0,2235,23376.0,3105.0,18481.0,2890.0,32.8,24.8,27.5,28.4,20.5,10.1,13.5,80.1,8.8,0.6,6.8,2.7,1.0,13.1,1263,76.7,16.5,6.0,0.7,20.5
41035971800,Oregon,Klamath,2523,1245,1278,7.4,81.4,1.2,6.5,1.7,0.0,2025,28202.0,7808.0,15645.0,3138.0,32.4,34.1,19.1,18.0,42.8,3.6,16.4,69.2,18.6,0.0,5.5,0.9,5.9,15.0,988,87.3,6.5,6.2,0.0,25.8
41035971900,Oregon,Klamath,3497,1687,1810,9.1,81.9,1.1,0.9,0.5,0.4,2653,36369.0,4309.0,18480.0,2157.0,24.8,31.7,23.8,22.3,30.7,8.0,15.2,79.7,7.1,0.0,5.7,4.5,3.0,14.8,1498,72.6,21.4,5.1,0.9,13.0
41035972000,Oregon,Klamath,4299,2183,2116,8.8,85.6,0.6,0.5,0.9,0.2,3538,52713.0,12255.0,28989.0,3113.0,16.5,25.8,45.3,13.6,25.8,6.2,9.2,87.3,4.5,0.7,3.2,1.4,2.9,10.6,1866,68.3,22.6,8.7,0.4,11.6
41037960100,Oregon,Lake,2552,1324,1228,4.0,90.8,0.6,0.9,0.0,0.0,2106,29773.0,3145.0,20436.0,2285.0,16.6,10.5,29.7,15.6,9.6,35.4,9.8,58.0,14.1,0.0,9.7,3.2,14.9,20.6,1014,60.5,21.1,15.8,2.7,10.4
41037960200,Oregon,Lake,5290,2877,2413,9.5,83.1,0.3,0.8,0.9,0.0,4088,35225.0,4372.0,19999.0,2203.0,19.6,24.2,29.8,27.5,18.1,14.1,10.5,76.5,10.4,0.0,6.0,1.1,6.0,14.7,2023,58.9,31.1,9.3,0.6,10.6
41039000100,Oregon,Lane,5267,2857,2410,5.6,89.0,0.0,1.0,1.9,0.0,4352,51973.0,4082.0,28470.0,4082.0,11.8,9.3,28.3,25.7,22.7,13.5,9.8,76.6,5.6,0.3,1.6,1.2,14.8,28.7,1983,74.5,16.3,8.5,0.7,9.9
41039000200,Oregon,Lane,5097,2685,2412,2.0,91.2,0.0,1.0,1.3,0.6,4158,66036.0,6456.0,31103.0,3227.0,12.3,17.9,33.6,17.5,22.4,12.2,14.3,82.9,9.8,0.3,0.0,0.0,7.0,26.1,2250,75.2,15.7,9.1,0.0,6.6
41039000300,Oregon,Lane,2222,1027,1195,4.2,88.1,1.2,0.5,1.4,0.0,1759,61083.0,9871.0,35018.0,5737.0,9.4,15.2,38.7,17.1,20.5,10.6,13.1,76.5,12.2,1.6,2.8,2.2,4.6,19.7,1064,76.7,16.1,6.6,0.7,7.0
41039000402,Oregon,Lane,3540,1787,1753,8.6,87.7,0.3,1.3,0.0,0.0,2982,62861.0,6365.0,28674.0,2672.0,8.1,6.7,38.9,14.2,22.9,11.1,12.9,77.4,7.4,0.6,5.8,0.8,8.0,25.6,1724,75.2,12.2,9.9,2.7,4.6
41039000403,Oregon,Lane,5009,2540,2469,1.3,96.1,0.0,0.2,0.7,0.0,3817,42792.0,5258.0,20781.0,2609.0,16.3,25.8,24.9,21.7,23.1,13.4,16.9,80.7,9.7,0.0,2.4,1.5,5.6,20.3,2302,84.7,11.5,3.8,0.0,12.2
41039000404,Oregon,Lane,3617,1711,1906,10.6,84.4,0.2,0.2,1.4,0.0,2595,44323.0,7256.0,21906.0,2790.0,21.2,38.1,34.9,13.5,25.9,10.5,15.3,68.3,11.6,0.0,10.9,0.0,9.1,21.5,1512,81.3,9.3,9.3,0.0,13.7
41039000500,Oregon,Lane,1880,968,912,3.0,92.0,0.3,1.4,0.0,0.0,1589,39410.0,4586.0,23773.0,1870.0,22.0,37.4,31.0,19.2,20.5,12.0,17.3,64.1,19.5,0.0,4.4,1.1,10.9,37.1,683,68.8,17.4,13.8,0.0,14.6
41039000702,Oregon,Lane,2677,1425,1252,2.3,88.6,0.4,4.1,0.6,0.0,2329,43750.0,8296.0,25845.0,2441.0,19.6,57.5,30.6,14.3,26.7,14.5,13.9,79.2,11.2,0.0,0.0,0.7,8.9,20.5,902,71.1,11.4,17.5,0.0,8.9
41039000705,Oregon,Lane,3593,1586,2007,1.9,92.9,0.1,1.9,0.8,0.0,3089,32857.0,3934.0,24802.0,3707.0,12.6,34.4,20.3,33.4,22.0,8.5,15.8,64.2,19.7,0.0,1.2,4.2,10.7,16.3,1341,82.5,9.8,7.8,0.0,3.9
41039000706,Oregon,Lane,2560,1255,1305,3.6,91.8,0.0,0.1,0.8,0.0,2150,32147.0,9254.0,23729.0,3364.0,20.3,58.0,21.4,41.8,22.5,6.5,7.8,67.5,15.5,0.0,0.0,9.2,7.8,14.2,728,78.3,7.6,14.1,0.0,22.2
41039000707,Oregon,Lane,3920,1787,2133,0.3,93.6,1.4,0.8,1.0,0.7,3477,35268.0,6256.0,23412.0,2206.0,13.9,35.7,20.3,25.6,31.6,10.0,12.5,73.7,9.8,0.6,4.1,4.3,7.6,11.1,1075,70.1,18.0,11.9,0.0,15.2
41039000708,Oregon,Lane,1987,1086,901,0.6,92.9,0.0,2.6,0.0,1.0,1719,36506.0,8387.0,24862.0,3194.0,24.2,44.8,42.6,26.6,15.8,11.6,3.4,88.9,2.5,0.0,0.0,1.1,7.5,26.3,646,65.9,13.6,20.4,0.0,9.5
41039000800,Oregon,Lane,1556,790,766,3.3,92.4,0.4,0.7,0.9,0.0,1276,62917.0,14417.0,29184.0,3086.0,8.6,8.9,30.3,18.0,27.5,10.6,13.5,82.1,3.8,0.0,0.8,3.3,10.0,31.3,679,61.0,20.8,18.3,0.0,7.5
41039000902,Oregon,Lane,4492,2325,2167,1.9,91.7,0.0,1.9,1.1,0.0,3634,51370.0,4735.0,23658.0,2656.0,15.2,21.8,30.2,23.4,19.7,11.6,15.1,77.2,12.9,0.0,1.2,0.0,8.6,28.1,1907,69.4,12.3,18.4,0.0,11.3
41039000903,Oregon,Lane,5365,2514,2851,8.5,86.0,0.6,1.6,0.7,0.2,3938,51225.0,9439.0,24029.0,3114.0,21.3,17.0,38.3,12.0,25.4,11.9,12.4,69.3,15.7,1.0,1.5,1.8,10.7,27.5,2353,77.8,6.9,15.3,0.0,11.3
41039000904,Oregon,Lane,2729,1313,1416,4.3,92.5,0.0,0.0,0.1,0.1,2066,36023.0,6062.0,19911.0,2742.0,21.1,35.2,31.9,21.0,21.2,12.7,13.2,67.4,15.7,1.7,5.8,5.6,3.7,29.9,1097,82.7,3.1,13.4,0.8,14.6
41039001001,Oregon,Lane,2223,1085,1138,1.5,90.7,0.0,0.7,0.6,0.0,1874,51569.0,4136.0,32923.0,8809.0,10.9,10.7,31.0,19.8,29.9,11.5,7.8,79.9,11.4,0.0,1.7,4.0,3.0,20.6,956,76.9,9.7,12.0,1.4,10.0
41039001002,Oregon,Lane,4315,2055,2260,8.8,82.7,0.4,0.3,1.4,0.0,3470,73678.0,4871.0,36175.0,4622.0,11.3,9.0,42.0,13.1,25.5,8.5,10.9,83.5,4.3,2.0,1.3,0.9,7.9,22.0,2098,77.3,12.9,9.3,0.5,5.2
41039001101,Oregon,Lane,5814,2644,3170,5.0,88.2,0.0,2.0,1.4,0.0,4389,60925.0,4371.0,32444.0,5169.0,7.2,5.9,40.2,14.2,19.6,13.5,12.5,80.5,7.3,4.3,2.7,2.5,2.7,25.4,2423,77.3,14.5,7.6,0.5,8.2
41039001102,Oregon,Lane,3473,1868,1605,6.6,89.0,0.5,1.0,0.5,0.0,2741,41827.0,9287.0,22126.0,1758.0,11.0,8.6,26.7,21.4,23.3,16.1,12.5,76.8,10.7,2.4,0.3,2.2,7.5,26.2,1404,79.0,13.7,7.3,0.0,14.2
41039001201,Oregon,Lane,3790,1837,1953,17.0,77.4,0.0,0.2,0.5,0.2,2710,45917.0,5887.0,22643.0,2633.0,15.1,26.6,24.5,28.1,10.2,14.4,22.9,77.2,7.3,0.3,8.4,1.5,5.2,24.3,1574,72.3,19.2,7.9,0.6,7.1
41039001202,Oregon,Lane,4075,1959,2116,6.3,87.7,0.1,0.0,0.0,0.0,3180,37895.0,4984.0,21268.0,3078.0,18.9,26.4,25.0,29.6,16.2,11.8,17.4,66.7,16.8,0.2,7.3,0.0,9.0,24.9,1504,78.3,14.0,7.1,0.6,11.1
41039001301,Oregon,Lane,3440,1787,1653,1.9,91.3,0.0,1.1,0.0,0.4,2627,37411.0,9460.0,18323.0,2033.0,23.7,43.5,19.3,17.3,20.3,21.7,21.4,68.8,23.0,0.9,4.3,0.0,3.0,28.9,1105,74.8,13.5,10.9,0.8,14.5
41039001302,Oregon,Lane,5001,2375,2626,7.6,85.8,0.0,2.0,1.0,0.0,3812,36810.0,3824.0,18218.0,1633.0,18.9,28.0,21.4,30.0,20.9,6.4,21.4,69.6,12.0,3.3,6.2,2.1,6.9,20.1,1822,81.5,11.0,7.5,0.0,17.7
41039001400,Oregon,Lane,2504,1237,1267,5.1,88.5,0.0,1.4,0.0,0.0,2070,43917.0,4893.0,23492.0,2834.0,9.1,5.4,17.2,18.2,28.6,17.7,18.3,79.1,9.8,0.0,3.7,2.1,5.2,29.7,941,80.8,12.1,7.1,0.0,6.9
41039001500,Oregon,Lane,4557,2584,1973,2.8,95.0,0.0,1.4,0.0,0.0,3689,40978.0,7920.0,21888.0,3465.0,18.7,32.3,34.8,18.1,17.2,19.3,10.6,63.3,6.3,1.4,18.6,1.1,9.3,31.1,1467,66.0,26.2,7.8,0.0,14.9
41039001600,Oregon,Lane,5106,2464,2642,3.5,92.0,0.4,0.6,0.2,0.5,4016,58271.0,6990.0,24318.0,2638.0,18.9,31.8,24.0,24.3,23.2,11.8,16.7,82.9,8.5,0.3,0.8,0.0,7.5,28.0,2174,70.5,19.7,9.6,0.2,9.5
41039001700,Oregon,Lane,5599,2723,2876,1.5,92.2,0.0,0.6,0.2,0.0,4692,57700.0,15581.0,31560.0,3520.0,9.7,4.5,38.6,13.2,21.9,10.9,15.3,81.1,6.3,0.4,1.8,2.7,7.6,22.9,2554,74.8,12.1,13.1,0.0,6.2
41039001801,Oregon,Lane,5894,3135,2759,7.5,86.1,0.5,3.4,0.7,0.0,4131,66566.0,4576.0,23460.0,2990.0,12.8,17.9,29.8,14.8,37.4,8.4,9.6,75.7,13.7,3.7,2.5,1.0,3.4,20.9,2643,76.9,16.0,7.1,0.0,8.5
41039001803,Oregon,Lane,4586,2237,2349,4.9,87.0,1.9,0.6,3.0,0.0,3529,49708.0,5257.0,23955.0,3147.0,15.2,19.9,26.4,18.0,25.2,8.2,22.2,80.9,9.0,3.5,1.3,3.3,2.0,18.8,2189,83.2,8.1,8.7,0.0,12.3
41039001804,Oregon,Lane,3609,1769,1840,4.3,91.1,0.0,0.0,0.8,0.0,2692,61593.0,3703.0,25103.0,2220.0,10.8,12.7,31.2,19.7,28.8,7.6,12.8,82.6,10.8,1.3,0.0,1.8,3.4,16.0,1841,75.0,19.6,5.2,0.2,7.0
41039001902,Oregon,Lane,7194,3621,3573,16.0,79.0,1.7,0.4,0.0,0.5,4831,38851.0,2435.0,15730.0,1518.0,21.7,24.6,14.3,28.2,32.1,10.1,15.3,75.2,16.7,3.6,1.6,2.5,0.4,18.2,3086,84.9,12.4,2.7,0.0,10.2
41039001903,Oregon,Lane,2729,1307,1422,7.7,87.7,0.0,1.1,0.8,0.0,2013,40208.0,4319.0,17865.0,2539.0,25.7,43.1,13.1,26.3,27.1,10.6,23.0,68.5,11.7,5.2,2.7,2.5,9.4,19.1,1310,86.6,6.3,7.2,0.0,10.9
41039001904,Oregon,Lane,4854,2262,2592,27.2,65.8,0.8,3.0,2.4,0.0,3295,31277.0,2591.0,15369.0,1372.0,17.9,31.0,14.5,20.3,32.2,14.4,18.6,71.1,25.1,0.9,2.8,0.0,0.0,20.8,2059,84.6,9.2,6.2,0.0,7.7
41039002001,Oregon,Lane,3294,1636,1658,12.7,81.4,0.1,0.5,2.8,0.0,2343,42462.0,5974.0,24183.0,2565.0,16.6,20.7,28.2,17.6,31.9,10.0,12.2,86.0,7.0,0.9,4.1,0.0,2.0,13.4,1349,80.6,11.1,8.3,0.0,10.2
41039002002,Oregon,Lane,4854,2563,2291,6.7,85.1,0.8,0.8,3.2,0.4,3783,54597.0,6269.0,26156.0,2775.0,12.8,16.5,23.5,18.0,34.5,10.4,13.6,81.8,9.2,3.7,3.6,1.7,0.0,16.0,2317,80.9,8.1,9.4,1.6,6.4
41039002101,Oregon,Lane,2559,1175,1384,12.4,83.9,1.8,1.4,0.0,0.0,2044,41340.0,2327.0,22957.0,3281.0,23.7,41.9,22.5,24.8,29.4,6.1,17.3,74.2,10.7,6.6,1.5,3.5,3.5,14.5,1089,82.7,8.4,8.8,0.0,11.8
41039002102,Oregon,Lane,6665,2766,3899,8.5,80.5,0.0,1.6,1.3,2.0,5370,33489.0,2071.0,18322.0,2483.0,28.3,43.8,22.4,28.5,28.8,4.0,16.2,62.7,14.6,8.5,6.5,2.5,5.1,17.1,3176,80.4,15.1,4.6,0.0,15.6
41039002201,Oregon,Lane,3666,1654,2012,4.6,88.0,0.3,1.4,2.6,0.0,2980,60625.0,4975.0,38784.0,4662.0,7.6,0.0,41.8,10.9,32.9,4.4,10.0,71.0,7.8,1.5,3.7,6.3,9.7,13.8,1604,78.2,14.6,7.2,0.0,13.3
41039002202,Oregon,Lane,5814,2908,2906,2.4,90.0,0.2,1.2,4.0,0.0,4376,61103.0,10311.0,35410.0,4472.0,11.5,5.8,43.3,19.5,25.6,6.3,5.3,80.2,11.7,0.7,1.2,2.5,3.8,17.0,2697,79.1,14.9,5.6,0.4,7.7
41039002301,Oregon,Lane,3689,1744,1945,5.8,86.7,0.8,3.9,0.0,0.0,2719,33929.0,4884.0,19527.0,2328.0,24.6,33.6,30.5,19.3,33.1,7.2,9.9,73.2,11.9,2.7,0.9,3.1,8.2,19.2,1415,82.4,11.9,5.7,0.0,9.0
41039002302,Oregon,Lane,4936,2598,2338,16.5,78.8,0.4,1.1,1.2,0.2,3527,67740.0,7795.0,24867.0,2174.0,14.9,23.1,31.4,17.6,32.8,8.0,10.2,83.7,8.0,2.8,1.6,1.2,2.7,24.3,2309,72.4,20.4,6.8,0.4,12.0
41039002401,Oregon,Lane,3974,2029,1945,2.5,85.6,1.7,0.0,5.7,1.4,2997,68320.0,4972.0,29985.0,3178.0,11.1,18.9,35.6,14.3,30.3,12.4,7.4,83.2,8.3,0.3,2.7,2.7,2.9,20.3,1903,77.9,15.8,6.4,0.0,6.7
41039002403,Oregon,Lane,4035,1934,2101,1.7,89.0,1.0,1.2,4.4,0.0,3183,61988.0,4760.0,29435.0,3257.0,4.5,6.3,34.7,19.3,25.6,4.7,15.6,84.9,6.6,1.3,0.0,3.4,3.8,17.8,1995,75.9,18.4,5.1,0.5,7.6
41039002404,Oregon,Lane,4233,2066,2167,7.3,83.0,0.3,0.2,0.8,3.2,2930,53125.0,5612.0,25268.0,3032.0,11.3,17.0,27.2,23.2,27.9,8.1,13.6,69.9,18.4,4.4,0.0,2.3,4.9,20.7,1833,76.5,16.4,7.1,0.0,8.9
41039002501,Oregon,Lane,5069,2564,2505,12.7,76.7,5.5,0.4,1.9,0.0,3557,50886.0,5406.0,21998.0,2768.0,17.2,24.9,32.7,18.2,28.4,11.2,9.6,72.0,17.9,1.6,2.5,1.4,4.7,19.2,2286,79.2,11.5,9.4,0.0,9.9
41039002503,Oregon,Lane,8446,3694,4752,16.0,73.7,2.5,0.0,1.0,0.0,5814,60049.0,6213.0,29134.0,8131.0,11.7,16.5,36.4,21.8,23.7,6.0,12.2,77.4,8.1,1.6,1.6,4.2,7.2,22.5,3934,72.6,19.0,8.4,0.0,5.7
41039002504,Oregon,Lane,3402,1535,1867,23.3,73.8,0.0,0.6,0.0,0.3,2099,36738.0,7167.0,22465.0,6505.0,15.4,17.5,28.9,19.9,28.4,6.2,16.6,73.9,12.6,3.6,0.5,2.3,7.1,22.6,1576,90.9,2.4,6.7,0.0,8.4
41039002600,Oregon,Lane,5879,2741,3138,18.6,76.1,0.5,0.4,0.2,0.4,4232,43184.0,8533.0,20825.0,1971.0,12.3,14.3,24.6,13.9,30.8,12.7,18.0,84.4,7.8,1.5,1.6,3.0,1.5,18.8,2710,80.4,10.7,7.6,1.3,8.5
41039002700,Oregon,Lane,3985,1881,2104,8.3,78.7,2.4,0.3,2.3,0.0,3016,46912.0,6946.0,24251.0,4248.0,22.7,31.4,33.5,17.6,21.9,6.1,20.9,72.3,12.9,4.0,1.7,6.0,3.2,20.8,1702,78.3,16.0,5.6,0.0,12.9
41039002800,Oregon,Lane,4287,1881,2406,10.8,84.0,0.1,0.7,1.4,0.0,3141,43599.0,3666.0,21867.0,2175.0,15.2,26.2,35.0,20.3,20.1,11.1,13.5,79.9,6.5,1.4,2.5,3.9,5.8,18.7,2121,77.5,9.3,13.2,0.0,4.8
41039002902,Oregon,Lane,3784,1673,2111,5.0,83.0,1.2,2.0,1.1,0.0,2795,46118.0,5873.0,24200.0,2360.0,17.2,25.6,40.1,20.5,23.2,4.5,11.7,77.0,6.8,3.1,4.5,6.6,2.0,17.6,1567,81.4,15.2,3.4,0.0,5.0
41039002903,Oregon,Lane,2562,1298,1264,5.7,81.7,1.2,2.6,2.5,0.4,1959,66619.0,15605.0,32993.0,3672.0,6.9,4.5,46.2,8.4,33.8,4.5,7.0,90.3,6.3,0.7,0.0,0.0,2.8,15.0,1209,75.3,15.0,8.9,0.9,5.6
41039002904,Oregon,Lane,3294,1320,1974,0.7,87.0,2.1,0.6,9.0,0.0,2654,42425.0,8238.0,43766.0,8617.0,15.1,22.4,52.8,14.5,26.7,1.3,4.6,69.3,14.2,4.7,2.9,4.8,4.1,15.8,1660,78.3,12.5,9.2,0.0,6.5
41039003000,Oregon,Lane,4425,2083,2342,2.9,89.4,1.9,0.0,2.3,0.2,3571,60184.0,7123.0,39945.0,4097.0,5.5,2.9,44.9,14.3,29.2,4.4,7.1,72.3,18.8,0.9,0.0,3.2,4.8,15.1,2235,75.4,16.8,7.5,0.3,9.2
41039003101,Oregon,Lane,5993,2825,3168,3.8,80.3,0.2,0.8,4.4,0.0,4215,47959.0,6203.0,29270.0,4584.0,20.2,24.0,49.6,14.8,24.8,3.5,7.3,77.7,3.9,0.7,4.5,7.8,5.4,19.4,2408,80.6,12.3,6.4,0.7,6.1
41039003102,Oregon,Lane,6923,3478,3445,5.9,71.4,0.9,0.9,16.0,1.0,5057,27218.0,7386.0,22362.0,3263.0,39.8,16.2,44.7,19.9,27.5,2.5,5.3,68.0,5.4,8.1,3.5,7.4,7.6,15.9,2855,73.3,21.3,5.5,0.0,8.1
41039003201,Oregon,Lane,3095,1372,1723,12.0,76.1,0.9,1.0,3.1,0.3,2177,35968.0,6394.0,18084.0,2014.0,34.5,56.5,30.3,15.8,28.1,3.8,22.0,76.3,10.6,2.9,2.3,4.1,3.8,16.9,1496,76.8,16.0,6.6,0.5,5.2
41039003202,Oregon,Lane,3552,1752,1800,15.7,77.3,1.6,0.0,1.3,0.0,2808,38059.0,4859.0,23679.0,3433.0,20.7,21.8,37.8,30.1,14.8,5.5,11.8,68.5,10.3,6.0,3.2,7.0,5.1,16.8,1798,71.0,20.6,8.5,0.0,7.7
41039003301,Oregon,Lane,3264,1546,1718,10.3,85.2,0.6,0.0,1.8,0.0,2278,31574.0,3765.0,16788.0,2169.0,33.8,43.8,15.7,33.1,23.4,15.3,12.5,73.2,13.8,4.6,1.4,3.2,3.9,21.0,1454,69.3,17.8,12.9,0.0,15.8
41039003302,Oregon,Lane,3316,1560,1756,9.8,79.6,0.8,4.0,0.6,0.7,2508,26472.0,3699.0,16039.0,1843.0,31.5,45.1,25.7,26.0,28.2,9.2,10.9,68.1,8.9,10.0,0.8,7.3,4.9,23.2,1398,84.8,9.4,5.3,0.6,16.2
41039003400,Oregon,Lane,5179,2567,2612,15.9,76.2,1.4,0.2,2.6,0.0,3799,42049.0,2360.0,18544.0,1584.0,21.6,13.1,21.6,30.4,15.2,15.7,17.1,67.2,19.8,3.8,1.7,5.5,2.0,17.7,2782,87.8,10.0,2.2,0.0,8.5
41039003500,Oregon,Lane,4184,2096,2088,8.9,85.2,0.0,1.4,1.5,0.0,3162,63717.0,2470.0,26262.0,2215.0,7.0,6.9,33.6,17.1,26.6,10.1,12.6,84.8,6.8,2.4,0.9,1.4,3.7,18.4,1939,80.9,14.0,5.1,0.0,10.7
