CensusTract,State,County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Citizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
41047001703,Oregon,Marion,4581,2227,2354,25.3,69.4,0.3,0.1,2.6,0.5,3027,48869.0,9369.0,20671.0,1996.0,10.3,15.3,24.5,20.2,21.8,12.1,21.5,72.2,17.6,0.8,4.0,0.9,4.5,21.6,1825,75.6,19.4,3.9,1.2,9.4
41047001801,Oregon,Marion,6509,3198,3311,43.2,47.9,2.0,1.1,0.8,1.5,4009,40217.0,6598.0,17783.0,1923.0,23.3,38.3,18.8,20.8,27.4,14.9,18.2,67.9,25.3,0.9,3.7,0.6,1.6,22.1,2879,82.4,11.6,6.0,0.0,14.8
41047001802,Oregon,Marion,8393,4544,3849,42.2,44.4,3.2,1.3,1.7,4.5,4856,46980.0,3956.0,16970.0,2374.0,22.4,30.9,28.9,22.7,17.6,15.2,15.6,73.4,19.6,1.8,0.6,2.0,2.6,19.9,4068,80.3,15.9,3.8,0.0,6.2
41047001803,Oregon,Marion,5015,2901,2114,20.4,69.7,2.7,1.1,0.8,0.2,3913,45709.0,11532.0,15261.0,1974.0,16.8,18.7,27.7,28.6,21.1,14.1,8.5,72.2,6.4,0.0,12.1,3.9,5.4,20.7,1594,75.4,16.1,8.5,0.0,9.0
41047002000,Oregon,Marion,10244,5075,5169,13.3,78.7,0.7,0.1,1.5,1.9,7035,55478.0,3261.0,29290.0,2704.0,11.0,14.7,32.7,21.7,26.7,7.9,11.1,83.6,6.4,4.1,0.8,1.6,3.5,21.6,4731,70.8,24.0,5.1,0.1,9.4
41047002101,Oregon,Marion,2188,1073,1115,7.0,85.9,0.0,0.3,0.8,0.0,1620,40469.0,8428.0,26347.0,4111.0,11.8,10.4,46.1,17.9,17.9,0.8,17.4,76.6,6.7,4.1,3.5,1.6,7.5,22.0,991,69.1,26.8,4.0,0.0,10.8
41047002102,Oregon,Marion,6229,2796,3433,19.0,73.9,0.4,0.9,3.9,0.0,4632,42390.0,5766.0,23632.0,1957.0,6.5,4.2,33.7,19.1,27.9,12.2,7.1,77.8,11.4,3.6,3.8,0.0,3.4,20.4,2776,77.6,16.1,6.3,0.0,6.9
41047002201,Oregon,Marion,2048,1056,992,5.8,89.0,0.4,0.6,1.6,0.1,1492,65703.0,8149.0,33533.0,4560.0,14.9,31.2,46.5,13.2,34.8,1.8,3.7,76.7,11.2,2.6,2.1,3.6,3.9,21.2,821,60.9,29.0,10.1,0.0,11.7
41047002202,Oregon,Marion,6430,2955,3475,6.8,84.6,0.8,0.1,3.6,0.3,4616,71969.0,10071.0,29860.0,2752.0,8.7,8.6,42.4,20.7,25.8,4.8,6.3,80.5,13.2,0.3,0.5,2.1,3.4,27.2,3177,57.9,32.3,9.1,0.8,7.4
41047002301,Oregon,Marion,3220,1507,1713,5.8,86.4,0.0,0.5,2.0,1.1,2394,61324.0,12043.0,26797.0,3280.0,8.3,12.1,48.8,12.8,24.9,8.6,4.9,82.8,10.7,1.4,2.5,0.0,2.7,22.2,1517,70.0,24.9,5.1,0.0,10.6
41047002303,Oregon,Marion,7465,3511,3954,4.4,85.9,3.8,0.4,1.9,0.0,5621,57380.0,7213.0,27793.0,3496.0,16.4,32.0,43.6,19.0,24.5,7.6,5.4,80.8,12.1,2.5,2.0,1.6,1.0,19.5,3434,58.4,31.8,9.8,0.0,10.3
41047002304,Oregon,Marion,5548,2542,3006,5.1,88.2,0.3,1.5,3.5,0.0,4194,63403.0,5973.0,33360.0,3154.0,4.8,2.1,50.7,15.1,24.9,4.0,5.2,87.9,5.8,1.2,0.0,1.8,3.3,24.0,2669,68.8,25.9,4.5,0.8,6.7
41047002400,Oregon,Marion,3530,1621,1909,1.3,95.6,0.0,1.2,1.6,0.0,2741,89070.0,9757.0,54969.0,11650.0,10.6,19.1,58.0,9.6,22.0,5.6,4.8,84.7,7.1,0.0,1.3,1.2,5.7,22.0,1609,61.6,27.2,11.2,0.0,6.4
41047002501,Oregon,Marion,9215,4525,4690,9.3,84.1,0.2,0.0,1.9,0.7,6293,67977.0,7413.0,28536.0,2566.0,9.3,13.4,46.7,13.9,24.9,5.8,8.7,79.7,8.4,1.9,2.8,1.9,5.3,21.8,4259,68.1,26.3,5.3,0.3,6.1
41047002502,Oregon,Marion,5346,2677,2669,22.3,71.9,0.7,0.7,0.0,0.0,3780,50521.0,6169.0,24378.0,3656.0,12.3,18.4,23.1,21.7,22.1,20.5,12.5,74.2,11.5,0.0,5.4,5.9,2.9,21.4,2153,76.1,16.1,7.8,0.0,9.3
41047002600,Oregon,Marion,2096,1059,1037,13.3,86.1,0.0,0.0,0.5,0.1,1418,59306.0,16622.0,30207.0,6432.0,11.1,12.6,34.1,17.1,20.8,22.2,5.9,77.4,15.0,1.0,1.5,0.9,4.3,20.4,948,66.8,23.3,9.9,0.0,4.2
41047002700,Oregon,Marion,8896,4521,4375,7.8,89.0,0.0,0.6,1.4,0.0,7226,71928.0,7205.0,32707.0,3865.0,6.8,9.9,36.1,15.1,28.4,9.2,11.2,83.1,8.3,0.5,3.0,2.1,3.0,23.2,3680,72.0,19.9,7.7,0.3,7.2
41047002800,Oregon,Marion,3994,1949,2045,9.4,82.4,1.1,0.8,1.4,0.0,2935,72206.0,16862.0,34102.0,3270.0,11.5,16.9,42.9,13.8,24.0,11.1,8.2,81.0,8.7,1.2,2.3,0.0,6.8,22.2,1789,74.0,16.4,9.7,0.0,6.2
41047010100,Oregon,Marion,1530,730,800,13.5,80.5,0.0,0.0,0.7,0.0,1072,69107.0,8541.0,25541.0,2606.0,11.0,4.6,31.4,12.4,23.1,20.6,12.4,76.4,7.0,0.0,6.8,0.4,9.4,20.8,684,80.6,5.8,13.3,0.3,5.0
41047010201,Oregon,Marion,2649,1415,1234,22.3,74.7,2.4,0.5,0.0,0.1,1934,66667.0,12846.0,32614.0,5716.0,9.2,11.3,28.9,16.8,20.0,10.8,23.5,82.0,12.8,0.0,0.0,0.2,5.0,23.7,1283,73.4,18.3,8.3,0.0,14.1
41047010202,Oregon,Marion,7641,3972,3669,24.8,74.1,0.0,0.2,0.0,0.0,4509,54274.0,4389.0,21180.0,1332.0,12.5,15.8,25.5,18.9,22.2,17.9,15.4,77.9,11.2,0.0,3.3,0.9,6.7,23.9,3379,76.7,14.4,8.8,0.0,6.4
41047010303,Oregon,Marion,5189,2745,2444,46.9,48.8,0.5,0.1,0.2,1.7,2904,54189.0,6238.0,17129.0,1523.0,19.2,28.5,20.7,14.2,26.4,24.3,14.4,74.9,14.0,0.6,3.5,2.7,4.2,22.8,2455,77.9,15.4,5.8,0.9,10.9
41047010304,Oregon,Marion,6601,3635,2966,70.9,25.9,0.7,0.0,0.0,0.0,2397,48421.0,9784.0,13897.0,1508.0,28.7,50.3,13.3,17.5,12.5,25.9,30.8,60.4,31.3,0.3,0.5,3.5,4.0,27.9,3117,87.2,7.7,5.1,0.0,13.2
41047010305,Oregon,Marion,4441,2285,2156,67.3,31.1,0.7,0.3,0.2,0.0,1732,43468.0,7219.0,15484.0,3310.0,29.4,36.5,13.2,20.8,18.7,28.5,18.8,55.5,32.4,1.8,5.7,3.2,1.4,22.3,1699,85.6,10.5,3.9,0.0,9.5
41047010306,Oregon,Marion,8967,4301,4666,59.3,37.5,0.0,0.0,1.7,0.2,3671,32691.0,7229.0,14099.0,1978.0,41.7,57.8,15.0,22.1,28.2,19.8,14.9,64.7,28.1,2.8,1.1,1.0,2.3,22.3,3069,89.3,6.3,3.8,0.5,12.8
41047010307,Oregon,Marion,5705,2483,3222,26.5,70.4,0.0,0.0,0.4,0.0,4436,49707.0,9263.0,28280.0,3431.0,13.5,27.5,31.1,12.5,24.1,14.4,17.9,87.7,6.2,0.0,0.0,2.9,3.2,26.6,2368,77.3,19.0,3.7,0.0,9.5
41047010400,Oregon,Marion,4801,2525,2276,25.9,69.6,0.4,0.0,1.0,0.0,3322,50417.0,11769.0,21053.0,2138.0,10.9,2.9,29.4,19.2,23.3,16.6,11.5,71.1,11.9,0.5,8.3,2.5,5.6,23.0,1911,77.9,14.2,7.8,0.0,5.1
41047010501,Oregon,Marion,5529,2712,2817,6.8,92.1,0.0,0.0,0.5,0.1,4247,69773.0,11317.0,26839.0,2974.0,6.2,9.9,31.8,16.5,25.3,13.7,12.7,77.4,6.8,0.0,1.7,0.6,13.5,30.2,2406,68.3,22.8,8.9,0.0,14.1
41047010502,Oregon,Marion,6544,3083,3461,9.2,84.9,0.0,0.4,3.4,0.0,4600,59586.0,5553.0,24712.0,2949.0,15.0,21.3,36.3,19.6,22.8,7.7,13.6,75.8,13.1,0.0,2.3,3.8,5.0,25.6,2823,67.2,27.1,5.7,0.0,11.8
41047010503,Oregon,Marion,3858,2090,1768,10.8,85.8,0.8,0.4,0.0,0.0,2716,57969.0,12438.0,26004.0,2839.0,10.4,13.7,37.9,22.1,13.5,11.7,14.9,84.1,4.0,0.0,4.0,1.5,6.5,22.2,1746,79.4,11.5,8.5,0.6,7.8
41047010600,Oregon,Marion,2165,1085,1080,10.6,82.4,0.0,0.6,0.0,0.0,1886,48994.0,6088.0,26480.0,2805.0,9.2,16.9,19.8,26.7,20.6,18.0,14.9,64.5,24.9,0.0,9.9,0.0,0.7,25.0,1013,80.9,12.2,6.8,0.0,10.7
41047010701,Oregon,Marion,8228,4169,4059,16.1,75.8,0.0,0.8,0.3,0.0,5381,46912.0,10838.0,18902.0,1966.0,19.9,23.8,16.6,23.5,25.1,12.2,22.6,75.4,13.8,0.1,3.9,2.1,4.6,17.7,3546,80.4,14.2,5.4,0.0,15.5
41047010702,Oregon,Marion,6113,2831,3282,4.9,90.5,0.0,3.0,0.7,0.0,4707,57510.0,8441.0,28810.0,5185.0,11.2,20.3,28.9,18.2,27.4,14.2,11.3,70.8,14.0,0.0,2.2,2.8,10.2,26.4,2570,73.1,19.6,7.3,0.0,9.2
41047010801,Oregon,Marion,6385,3097,3288,14.8,80.8,0.0,1.3,0.5,0.0,4754,49480.0,5211.0,21849.0,2112.0,14.5,28.9,30.2,17.7,23.6,12.5,16.0,78.9,15.4,0.7,1.9,0.5,2.5,21.2,2451,70.7,25.9,3.5,0.0,11.6
41047010802,Oregon,Marion,6995,3461,3534,17.5,79.0,0.0,0.9,1.6,0.1,4920,56944.0,8095.0,23442.0,2437.0,18.5,29.0,21.4,14.3,29.6,23.1,11.6,73.3,12.4,0.0,10.2,0.2,3.9,24.7,3025,77.6,16.5,5.8,0.2,8.8
41049970100,Oregon,Morrow,8094,4264,3830,45.6,49.9,0.6,0.8,0.1,0.0,4406,51110.0,2203.0,19983.0,1464.0,17.5,27.3,21.5,16.0,14.5,25.0,23.0,78.0,13.1,0.7,3.3,1.0,3.9,19.3,3478,84.2,10.8,5.0,0.0,9.6
41049970200,Oregon,Morrow,3110,1536,1574,3.8,93.3,0.0,0.0,1.1,0.3,2262,50034.0,7464.0,21836.0,2138.0,14.0,20.6,41.7,15.6,23.1,12.6,7.0,73.5,5.6,0.2,6.0,0.9,13.7,16.7,1349,59.5,27.7,12.8,0.0,6.0
41051000100,Oregon,Multnomah,6037,3067,2970,4.8,87.6,0.0,1.7,2.8,0.1,4786,61046.0,6337.0,40392.0,4261.0,9.9,9.3,65.0,7.1,18.3,2.2,7.5,53.9,9.9,7.4,3.1,12.7,13.0,28.4,3183,73.8,14.4,11.8,0.0,5.7
41051000200,Oregon,Multnomah,6418,2940,3478,7.8,82.3,0.4,0.3,5.0,0.0,5082,60857.0,7007.0,38510.0,7319.0,15.4,9.2,58.1,12.0,19.5,3.1,7.3,58.2,7.5,10.3,1.5,11.7,10.9,26.4,3297,79.9,10.3,9.7,0.0,6.0
41051000301,Oregon,Multnomah,5666,2481,3185,7.6,80.8,1.3,0.3,7.5,0.0,4928,41389.0,3635.0,22666.0,2596.0,19.1,13.2,40.3,20.5,30.4,3.7,5.2,42.6,7.3,13.5,21.3,4.2,11.1,24.4,2904,79.2,15.3,5.5,0.0,10.3
41051000302,Oregon,Multnomah,6964,3217,3747,3.0,90.5,0.0,0.0,3.3,0.0,5263,101627.0,11440.0,52342.0,6937.0,7.3,7.6,66.8,9.6,16.8,2.7,4.1,69.3,8.8,6.2,3.3,7.6,4.9,28.3,3750,73.9,18.5,7.6,0.0,5.2
41051000401,Oregon,Multnomah,3814,1958,1856,2.8,89.2,0.8,0.0,5.1,0.0,2938,71083.0,4341.0,31912.0,2606.0,9.8,3.6,58.1,16.9,15.4,2.4,7.2,63.4,9.2,9.8,2.6,5.3,9.8,25.2,2108,77.1,16.7,6.3,0.0,5.7
41051000402,Oregon,Multnomah,3155,1410,1745,3.0,83.6,0.0,0.7,10.2,0.0,2546,63424.0,17355.0,30067.0,2090.0,8.7,4.2,43.7,16.3,26.8,5.6,7.6,65.9,7.1,9.6,5.0,8.9,3.5,27.6,1796,79.2,12.7,8.1,0.0,3.6
41051000501,Oregon,Multnomah,3835,1897,1938,5.7,76.2,0.0,1.6,11.2,0.0,3040,51851.0,4155.0,23900.0,2405.0,18.3,17.2,45.1,19.9,19.0,4.6,11.4,60.5,13.3,9.9,0.3,8.0,8.0,28.6,2164,82.5,9.1,8.4,0.0,10.6
41051000502,Oregon,Multnomah,4825,2431,2394,9.6,71.9,2.8,0.1,12.0,0.2,3526,45280.0,5379.0,21298.0,1801.0,19.4,26.3,33.1,18.7,21.3,7.4,19.6,66.3,9.0,11.3,2.5,5.8,5.1,25.3,2611,82.1,11.8,6.1,0.0,5.9
41051000601,Oregon,Multnomah,5664,2872,2792,21.2,55.2,2.6,0.1,18.3,0.3,3534,45307.0,6611.0,18592.0,1955.0,26.1,33.3,21.7,25.0,22.6,10.2,20.5,73.2,5.9,11.4,3.0,3.3,3.3,24.1,2717,81.2,13.1,5.7,0.0,8.0
41051000602,Oregon,Multnomah,5942,3130,2812,23.8,51.2,2.7,1.8,17.4,0.0,3627,40295.0,3274.0,17299.0,1776.0,12.7,7.9,18.6,33.0,22.3,7.2,18.8,66.9,11.5,7.1,2.5,4.9,7.0,27.7,2918,80.8,9.7,8.9,0.7,7.1
41051000701,Oregon,Multnomah,4825,2452,2373,7.7,71.7,5.7,0.0,10.9,0.0,3814,53189.0,5865.0,28276.0,2682.0,18.6,28.9,41.3,22.4,20.4,4.3,11.7,64.1,6.9,13.6,1.3,7.2,7.0,25.8,2702,79.3,14.4,6.3,0.0,10.5
41051000702,Oregon,Multnomah,4567,2238,2329,7.9,71.9,2.8,1.3,11.4,0.4,3552,52077.0,7710.0,26675.0,2174.0,13.8,17.8,41.8,20.8,18.4,4.3,14.7,59.7,12.1,9.2,2.3,13.0,3.7,27.0,2723,78.9,10.4,10.7,0.0,6.5
41051000801,Oregon,Multnomah,4481,2227,2254,4.8,83.1,3.2,0.0,6.3,0.0,3699,57266.0,6060.0,35913.0,4312.0,11.0,8.0,57.7,11.7,18.3,5.1,7.2,55.3,10.0,14.2,2.3,13.0,5.1,25.3,2864,76.2,13.1,10.7,0.0,5.0
41051000802,Oregon,Multnomah,4607,2487,2120,8.4,79.7,1.5,2.1,4.8,0.0,3854,52353.0,8063.0,29052.0,3377.0,16.4,11.7,40.9,21.9,22.7,2.0,12.5,58.9,6.2,20.8,1.7,5.7,6.6,27.3,2890,83.9,8.0,8.1,0.0,8.3
41051000901,Oregon,Multnomah,4133,1802,2331,2.5,81.9,0.4,0.0,7.8,0.0,3445,64844.0,10740.0,40462.0,6099.0,17.3,11.2,55.1,15.4,17.4,3.9,8.1,52.0,8.7,14.9,3.2,11.3,9.9,25.2,2528,77.9,10.7,11.1,0.3,5.9
41051000902,Oregon,Multnomah,4473,2168,2305,7.4,71.6,11.8,0.3,7.0,0.6,3489,36477.0,5792.0,22669.0,2943.0,28.7,40.3,33.5,32.5,21.0,3.0,10.0,51.3,6.7,18.2,8.4,9.0,6.4,26.7,2642,85.6,5.7,8.7,0.0,10.5
41051001000,Oregon,Multnomah,5615,2611,3004,10.2,82.8,1.1,0.0,3.5,0.0,4523,54468.0,11425.0,30107.0,4266.0,19.5,10.0,57.8,18.1,13.9,2.6,7.6,38.9,7.1,19.4,8.7,18.8,7.1,24.8,3402,79.3,15.2,5.6,0.0,5.8
41051001101,Oregon,Multnomah,2062,1186,876,4.2,81.6,3.2,0.5,3.7,0.0,1954,23980.0,7580.0,26624.0,4329.0,40.8,47.2,46.3,25.2,19.0,3.5,6.0,35.2,3.5,18.6,18.0,17.9,6.7,21.7,1257,77.6,16.3,6.1,0.0,15.1
41051001102,Oregon,Multnomah,1606,745,861,7.0,80.0,1.2,1.7,7.5,1.1,1316,66458.0,13927.0,37921.0,5796.0,16.5,7.7,51.1,25.7,14.5,0.5,8.2,46.5,5.1,12.6,5.4,20.5,9.8,22.0,1015,79.5,8.4,12.1,0.0,4.8
41051001201,Oregon,Multnomah,5112,2803,2309,4.3,88.9,1.3,0.6,1.9,0.0,4737,43569.0,7679.0,33836.0,6163.0,16.4,13.6,40.0,22.0,26.3,5.0,6.9,41.6,4.0,17.9,10.2,19.7,6.7,22.1,4000,84.4,6.6,9.0,0.0,3.6
41051001202,Oregon,Multnomah,3466,1747,1719,2.7,85.6,0.5,0.0,8.0,0.0,2865,76055.0,10383.0,47881.0,4464.0,7.5,4.3,62.0,13.4,19.6,1.3,3.8,51.8,8.0,10.9,12.3,7.7,9.4,22.6,1983,78.9,14.4,6.7,0.0,8.3
41051001301,Oregon,Multnomah,4010,2072,1938,7.1,79.7,0.5,0.3,3.4,0.0,3367,59129.0,11354.0,39915.0,4171.0,13.6,2.1,59.8,14.8,17.5,1.7,6.1,46.4,7.2,15.3,3.6,17.4,10.1,24.6,2689,77.8,13.0,9.2,0.0,5.0
41051001302,Oregon,Multnomah,3101,1454,1647,4.8,86.1,0.4,0.0,3.9,0.5,2386,82770.0,5475.0,41950.0,3589.0,5.5,0.0,61.9,13.0,18.0,1.0,6.1,42.7,4.6,10.4,7.5,18.6,16.2,22.4,1893,70.6,17.0,12.4,0.0,4.5
41051001400,Oregon,Multnomah,5057,2466,2591,6.1,78.8,3.2,0.8,7.0,0.0,4012,72560.0,7363.0,39564.0,6074.0,10.2,5.8,68.2,12.7,12.4,1.3,5.4,43.4,8.5,17.3,2.1,13.9,14.7,26.6,3002,71.9,16.3,11.8,0.0,8.5
41051001500,Oregon,Multnomah,3328,1586,1742,2.8,92.0,0.1,0.5,2.5,0.0,2589,82321.0,16085.0,45555.0,5254.0,5.8,3.3,57.1,14.7,20.9,4.4,2.9,54.6,6.6,12.0,1.9,15.5,9.4,28.0,1848,70.0,22.3,7.2,0.5,4.0
41051001601,Oregon,Multnomah,5861,2673,3188,7.2,82.1,1.4,0.0,7.3,0.1,4840,62216.0,9042.0,40497.0,6931.0,7.2,5.4,48.5,20.0,19.1,1.9,10.5,66.0,7.7,8.1,3.1,4.6,10.4,22.4,3098,74.7,15.4,10.0,0.0,8.3
41051001602,Oregon,Multnomah,4663,2330,2333,11.4,52.6,11.1,0.6,18.8,1.5,3296,42313.0,6878.0,20365.0,3110.0,27.8,22.6,28.7,30.7,19.8,5.0,15.8,59.3,10.6,16.1,3.0,7.6,3.6,28.5,2047,81.6,7.5,10.9,0.0,12.7
41051001701,Oregon,Multnomah,6616,3200,3416,6.5,71.4,4.5,1.7,5.9,3.1,5230,60750.0,7475.0,29543.0,2763.0,16.5,17.5,40.7,18.3,21.1,6.1,13.8,61.5,11.4,13.5,0.6,9.6,3.3,28.0,3941,80.4,12.3,7.3,0.0,9.2
41051001702,Oregon,Multnomah,4495,2244,2251,8.1,66.2,4.8,1.8,13.3,0.1,3194,49049.0,5713.0,22444.0,3613.0,21.7,35.3,36.7,21.1,24.2,4.5,13.6,60.8,7.5,14.4,5.0,4.3,8.0,25.3,2242,84.9,7.8,7.4,0.0,14.0
41051001801,Oregon,Multnomah,4427,2189,2238,6.6,77.6,3.0,2.0,7.9,0.0,3649,48281.0,7860.0,29414.0,2986.0,15.7,19.5,47.9,20.2,20.6,4.9,6.5,51.9,9.7,15.9,6.5,11.6,4.4,23.4,2346,79.7,11.4,8.9,0.0,10.8
41051001802,Oregon,Multnomah,3604,1720,1884,2.8,85.2,0.7,1.3,4.8,0.0,3001,55526.0,6169.0,36535.0,3306.0,10.5,4.9,49.5,16.1,24.4,3.2,6.8,61.3,4.5,11.7,2.4,10.5,9.6,22.2,2186,76.8,11.2,12.0,0.0,5.4
41051001900,Oregon,Multnomah,4732,2267,2465,3.3,89.5,0.0,0.0,3.6,0.0,3446,102431.0,7650.0,52576.0,3887.0,5.0,2.6,76.2,5.1,15.4,1.2,2.1,55.5,10.8,6.8,5.3,10.7,11.0,22.0,2256,76.4,14.9,8.6,0.0,7.1
41051002000,Oregon,Multnomah,5924,2877,3047,7.1,84.5,1.5,0.2,3.9,0.0,5069,47698.0,7200.0,34075.0,4234.0,20.6,31.2,52.5,18.5,22.2,2.6,4.1,42.4,3.6,22.8,11.2,12.0,8.0,21.8,3624,78.3,12.8,8.4,0.4,8.9
41051002100,Oregon,Multnomah,2157,1091,1066,3.1,81.0,3.3,2.0,4.8,0.0,1918,38702.0,4042.0,30309.0,3446.0,22.4,26.0,41.3,23.9,21.4,7.4,5.9,36.3,8.2,28.0,8.9,12.5,6.0,24.3,1455,86.3,6.8,6.9,0.0,7.0
41051002203,Oregon,Multnomah,3438,1538,1900,5.8,67.1,17.3,0.6,1.5,0.0,2797,50511.0,13006.0,32712.0,5260.0,22.8,24.4,57.7,21.6,11.7,2.8,6.2,54.1,7.5,12.0,6.9,13.0,6.4,20.0,2054,71.2,17.3,11.5,0.0,6.2
41051002303,Oregon,Multnomah,2099,987,1112,4.2,69.5,12.9,0.4,5.8,0.0,1866,38450.0,7908.0,29466.0,3602.0,31.7,51.0,44.2,14.0,29.8,2.3,9.7,34.0,5.2,19.7,19.0,15.5,6.7,23.4,1032,82.8,12.0,5.1,0.0,14.9
41051002401,Oregon,Multnomah,2854,1485,1369,1.9,89.1,4.7,0.7,2.1,0.0,2219,102500.0,20314.0,54989.0,8100.0,5.6,2.0,72.1,11.8,12.4,1.6,2.1,47.5,8.8,12.2,4.4,11.4,15.6,21.3,1647,72.6,15.1,12.3,0.0,5.3
41051002402,Oregon,Multnomah,3591,1772,1819,4.0,80.6,6.6,0.0,5.2,0.0,3104,51018.0,6117.0,39466.0,6971.0,15.7,34.3,56.4,16.1,13.5,0.5,13.6,50.4,7.5,9.2,9.4,14.1,9.3,16.0,2125,84.0,7.8,8.2,0.0,6.3
41051002501,Oregon,Multnomah,4635,2210,2425,3.1,88.6,0.9,0.2,2.8,0.1,3362,126250.0,16245.0,54732.0,4570.0,3.6,1.6,71.9,7.6,14.5,2.4,3.6,62.5,6.1,5.4,3.5,11.7,10.9,18.0,2327,70.3,19.4,10.3,0.0,4.1
41051002502,Oregon,Multnomah,4217,2101,2116,11.0,80.2,1.6,0.7,3.4,0.0,3469,56023.0,8361.0,44170.0,5893.0,8.1,0.0,56.9,20.2,14.4,2.3,6.3,50.2,9.1,12.2,8.6,13.5,6.4,20.3,2729,84.7,9.8,5.5,0.0,4.8
41051002600,Oregon,Multnomah,3013,1386,1627,6.4,86.8,1.3,0.0,2.4,0.0,2186,103466.0,19666.0,48701.0,7220.0,3.6,1.1,64.1,9.1,15.8,4.8,6.2,60.0,6.8,5.5,3.7,11.8,12.3,21.6,1567,78.4,14.4,7.2,0.0,3.2
41051002701,Oregon,Multnomah,3357,1716,1641,4.0,85.2,0.0,0.0,4.9,0.0,2458,109583.0,9942.0,51734.0,6623.0,6.6,8.5,60.3,11.0,23.0,2.9,2.9,65.2,5.8,6.6,2.9,6.0,13.5,22.0,1716,76.8,11.4,11.8,0.0,5.6
41051002702,Oregon,Multnomah,2934,1615,1319,7.1,82.0,3.2,0.4,3.2,0.0,2376,55338.0,13043.0,38539.0,4026.0,13.9,0.0,56.9,8.9,28.5,0.9,4.9,43.8,11.8,14.9,4.2,12.3,13.0,21.0,1649,75.5,16.9,7.6,0.0,8.4
41051002801,Oregon,Multnomah,3034,1452,1582,2.0,85.0,1.6,0.0,4.3,0.0,2383,84397.0,10610.0,40513.0,3574.0,5.5,10.0,62.8,12.0,19.1,1.6,4.4,66.3,9.3,6.4,1.9,5.7,10.4,21.6,1773,76.6,15.5,7.9,0.0,4.7
41051002802,Oregon,Multnomah,3009,1449,1560,1.1,85.9,3.0,1.1,5.0,0.0,2457,63872.0,7437.0,39015.0,4170.0,5.7,3.4,46.2,17.7,20.7,3.8,11.6,51.1,12.1,18.3,1.4,6.4,10.7,24.6,1895,74.8,15.1,10.1,0.0,5.2
41051002901,Oregon,Multnomah,4450,2089,2361,7.8,82.0,0.9,0.8,6.0,0.0,3518,62422.0,5699.0,33029.0,2656.0,7.0,1.4,50.5,14.7,19.3,5.7,9.8,64.0,8.0,9.7,2.7,6.6,9.0,26.0,2689,72.3,15.4,12.3,0.0,7.8
41051002902,Oregon,Multnomah,5270,2690,2580,5.2,78.2,5.4,0.0,7.1,0.0,4059,51071.0,5058.0,29391.0,2834.0,10.9,11.5,48.3,15.3,23.7,4.2,8.5,63.5,6.7,12.0,0.0,8.1,9.6,28.5,3083,74.3,13.6,12.1,0.0,10.5
41051002903,Oregon,Multnomah,5353,2636,2717,8.3,59.5,10.4,1.1,16.8,0.0,4134,55985.0,11646.0,27250.0,2580.0,21.4,43.3,38.8,22.3,23.5,4.4,10.9,57.3,18.4,11.4,1.8,7.0,4.1,27.4,2793,75.2,15.8,9.1,0.0,5.9
41051003000,Oregon,Multnomah,4603,2317,2286,3.2,81.6,4.3,0.0,5.7,0.2,3607,87316.0,8773.0,42530.0,3161.0,8.4,6.5,60.6,12.5,20.6,3.4,3.0,64.0,9.3,6.3,3.8,7.2,9.4,23.7,2678,79.3,12.2,8.5,0.0,5.2
41051003100,Oregon,Multnomah,4882,2276,2606,4.8,82.5,3.2,0.3,2.9,0.0,3840,80778.0,8880.0,41498.0,3794.0,10.5,8.5,61.3,18.2,14.3,3.2,2.9,53.9,5.9,10.5,3.6,15.1,11.0,22.8,2958,72.9,14.4,12.7,0.0,6.8
41051003200,Oregon,Multnomah,3921,1813,2108,2.6,81.6,8.3,0.3,2.3,0.0,3222,86563.0,7844.0,46132.0,4667.0,12.7,2.9,63.4,16.7,14.3,2.8,2.8,50.3,6.1,11.4,3.9,17.4,10.8,23.8,2628,71.4,15.0,13.6,0.0,4.4
41051003301,Oregon,Multnomah,3264,1578,1686,13.3,63.2,14.7,0.4,1.3,0.0,2568,63625.0,19238.0,27921.0,3115.0,18.5,28.1,50.5,17.8,22.2,2.1,7.5,57.8,6.9,14.5,1.2,14.5,5.1,25.2,2039,73.3,18.8,7.9,0.0,6.3
41051003302,Oregon,Multnomah,2968,1430,1538,12.8,62.2,19.3,0.3,1.9,0.0,2313,66364.0,12520.0,32118.0,3217.0,20.3,7.0,52.4,19.1,19.1,2.9,6.6,45.9,7.6,17.5,3.4,16.8,8.9,26.5,1831,77.3,15.7,7.0,0.0,7.1
41051003401,Oregon,Multnomah,3367,1725,1642,4.9,60.6,26.8,0.0,3.8,0.0,2774,50588.0,11148.0,31384.0,4504.0,27.2,42.2,44.7,23.8,14.3,5.4,11.7,49.6,2.5,6.3,2.6,28.1,10.8,23.2,2189,80.2,10.2,7.7,2.0,7.5
41051003402,Oregon,Multnomah,3861,1843,2018,12.5,61.4,21.4,0.0,0.4,0.0,3041,61250.0,14380.0,28787.0,3530.0,17.9,24.1,53.0,20.8,18.8,1.8,5.6,38.9,5.9,12.5,3.7,27.1,11.9,22.2,2496,82.1,10.0,7.9,0.0,6.1
